>Q0010 Q0010 SGDID:S000007257, Chromosome Mito:3952..4338
>YLR169W YLR169W SGDID:S000004159, Chromosome XII:500335..500688
>YLR171W YLR171W SGDID:S000004161, Chromosome XII:500733..501122
>DPH5 YLR172C SGDID:S000004162, Chromosome XII:501260..502162
>TAG1 YLR173W SGDID:S000004163, Chromosome XII:502421..504247
>RFX1 YLR176C SGDID:S000004166, Chromosome XII:507797..510232
>YLR177W YLR177W SGDID:S000004167, Chromosome XII:511054..512940
>TFS1 YLR178C SGDID:S000004168, Chromosome XII:513162..513821
>YLR179C YLR179C SGDID:S000004169, Chromosome XII:514108..514713
>SWI6 YLR182W SGDID:S000004172, Chromosome XII:517940..520351
>TOS4 YLR183C SGDID:S000004173, Chromosome XII:520543..522012
>YLR184W YLR184W SGDID:S000004174, Chromosome XII:522106..522453
>EMG1 YLR186W SGDID:S000004176, Chromosome XII:523632..524390
>SKG3 YLR187W SGDID:S000004177, Chromosome XII:524865..527945
>MDL1 YLR188W SGDID:S000004178, Chromosome XII:528300..530387
>ATG26 YLR189C SGDID:S000004179, Chromosome XII:530797..534393
>PEX13 YLR191W SGDID:S000004181, Chromosome XII:537272..538432
>UPS1 YLR193C SGDID:S000004183, Chromosome XII:540009..540536
>NMT1 YLR195C SGDID:S000004185, Chromosome XII:541937..543304
>PWP1 YLR196W SGDID:S000004186, Chromosome XII:543968..545698
>NOP56 YLR197W SGDID:S000004187, Chromosome XII:546097..547611
>YLR198C YLR198C SGDID:S000004188, Chromosome XII:547286..547645
>PBA1 YLR199C SGDID:S000004189, Chromosome XII:547853..548769
>YKE2 YLR200W SGDID:S000004190, Chromosome XII:549012..549356
>COQ9 YLR201C SGDID:S000004191, Chromosome XII:549511..550293
>YLR202C YLR202C SGDID:S000004192, Chromosome XII:550194..550636
>QRI5 YLR204W SGDID:S000004194, Chromosome XII:552270..552605
>HMX1 YLR205C SGDID:S000004195, Chromosome XII:552724..553677
>ENT2 YLR206W SGDID:S000004196, Chromosome XII:554578..556419
>HRD3 YLR207W SGDID:S000004197, Chromosome XII:556788..559289
>SEC13 YLR208W SGDID:S000004198, Chromosome XII:559551..560444
>PNP1 YLR209C SGDID:S000004199, Chromosome XII:560797..561732
>CLB4 YLR210W SGDID:S000004200, Chromosome XII:562008..563390
>CRR1 YLR213C SGDID:S000004203, Chromosome XII:566654..567922
>FRE1 YLR214W SGDID:S000004204, Chromosome XII:568567..570627
>CDC123 YLR215C SGDID:S000004205, Chromosome XII:570776..571858
>CPR6 YLR216C SGDID:S000004206, Chromosome XII:572096..573211
>YLR217W YLR217W SGDID:S000004207, Chromosome XII:572909..573232
>COA4 YLR218C SGDID:S000004208, Chromosome XII:573466..573918
>MSC3 YLR219W SGDID:S000004209, Chromosome XII:574151..576337
>CCC1 YLR220W SGDID:S000004210, Chromosome XII:576825..577793
>RSA3 YLR221C SGDID:S000004211, Chromosome XII:578362..579024
>YLR222C-A YLR222C-A SGDID:S000028568, Chromosome XII:582006..582236
>IFH1 YLR223C SGDID:S000004213, Chromosome XII:582233..585490
>UCC1 YLR224W SGDID:S000004214, Chromosome XII:586464..587573
>YLR225C YLR225C SGDID:S000004215, Chromosome XII:587695..588918
>BUR2 YLR226W SGDID:S000004216, Chromosome XII:589354..590541
>ADY4 YLR227C SGDID:S000004217, Chromosome XII:590562..592043
>ECM22 YLR228C SGDID:S000004218, Chromosome XII:600019..602463
>CDC42 YLR229C SGDID:S000004219, Chromosome XII:604212..604787
>YLR230W YLR230W SGDID:S000004220, Chromosome XII:604574..604879
>BNA5 YLR231C SGDID:S000004221, Chromosome XII:605758..607119
>YLR232W YLR232W SGDID:S000004222, Chromosome XII:606830..607177
>TOP3 YLR234W SGDID:S000004224, Chromosome XII:609783..611753
>YLR235C YLR235C SGDID:S000004225, Chromosome XII:611532..611930
>YLR236C YLR236C SGDID:S000004226, Chromosome XII:611794..612117
>FAR10 YLR238W SGDID:S000004228, Chromosome XII:614755..616191
>LIP2 YLR239C SGDID:S000004229, Chromosome XII:616332..617318
>VPS34 YLR240W SGDID:S000004230, Chromosome XII:617533..620160
>CSC1 YLR241W SGDID:S000004231, Chromosome XII:620473..622821
>ARV1 YLR242C SGDID:S000004232, Chromosome XII:622918..623883
>GPN3 YLR243W SGDID:S000004233, Chromosome XII:624203..625021
>MAP1 YLR244C SGDID:S000004234, Chromosome XII:625168..626331
>CDD1 YLR245C SGDID:S000004235, Chromosome XII:626502..626930
>ERF2 YLR246W SGDID:S000004236, Chromosome XII:627118..628197
>IRC20 YLR247C SGDID:S000004237, Chromosome XII:628684..633354
>SSP120 YLR250W SGDID:S000004240, Chromosome XII:640317..641021
>SYM1 YLR251W SGDID:S000004241, Chromosome XII:641464..642057
>YLR252W YLR252W SGDID:S000004242, Chromosome XII:641957..642262
>CQD2 YLR253W SGDID:S000004243, Chromosome XII:642627..644336
>NDL1 YLR254C SGDID:S000004244, Chromosome XII:644404..644973
>YLR255C YLR255C SGDID:S000004245, Chromosome XII:645600..645953
>LCB5 YLR260W SGDID:S000004250, Chromosome XII:665844..667907
>VPS63 YLR261C SGDID:S000004251, Chromosome XII:668237..668563
>YLR264C-A YLR264C-A SGDID:S000028808, Chromosome XII:673828..673944
>NEJ1 YLR265C SGDID:S000004255, Chromosome XII:674427..675455
>PDR8 YLR266C SGDID:S000004256, Chromosome XII:675619..677724
>BOP2 YLR267W SGDID:S000004257, Chromosome XII:678212..679924
>SEC22 YLR268W SGDID:S000004258, Chromosome XII:680200..680844
>YLR269C YLR269C SGDID:S000004259, Chromosome XII:680866..681216
>DCS1 YLR270W SGDID:S000004260, Chromosome XII:681186..682238
>CMG1 YLR271W SGDID:S000004261, Chromosome XII:682737..683561
>PIG1 YLR273C SGDID:S000004263, Chromosome XII:689083..691029
>MCM5 YLR274W SGDID:S000004264, Chromosome XII:691555..693882
>SMD2 YLR275W SGDID:S000004265, Chromosome XII:694378..694800
>DBP9 YLR276C SGDID:S000004266, Chromosome XII:695046..696830
>YSH1 YLR277C SGDID:S000004267, Chromosome XII:697156..699495
>YLR278C YLR278C SGDID:S000004268, Chromosome XII:699999..704024
>YLR279W YLR279W SGDID:S000004269, Chromosome XII:704309..704698
>YLR280C YLR280C SGDID:S000004270, Chromosome XII:704483..704833
>RSO55 YLR281C SGDID:S000004271, Chromosome XII:704493..704960
>YLR282C YLR282C SGDID:S000004272, Chromosome XII:705071..705412
>PUT7 YLR283W SGDID:S000004273, Chromosome XII:705186..706130
>YLR285C-A YLR285C-A SGDID:S000028569, Chromosome XII:708168..708338
>NNT1 YLR285W SGDID:S000004275, Chromosome XII:707360..708145
>CTS1 YLR286C SGDID:S000004276, Chromosome XII:708448..710136
>YLR286W-A YLR286W-A SGDID:S000028679, Chromosome XII:708562..708696
>YLR287C YLR287C SGDID:S000004277, Chromosome XII:710991..712058
>MEC3 YLR288C SGDID:S000004279, Chromosome XII:713480..714904
>GUF1 YLR289W SGDID:S000004280, Chromosome XII:715089..717026
>COQ11 YLR290C SGDID:S000004281, Chromosome XII:717145..717978
>GCD7 YLR291C SGDID:S000004282, Chromosome XII:718317..719462
>SEC72 YLR292C SGDID:S000004283, Chromosome XII:719789..720370
>YLR294C YLR294C SGDID:S000004285, Chromosome XII:721701..722030
>ATP14 YLR295C SGDID:S000004286, Chromosome XII:721999..722373
>YLR296W YLR296W SGDID:S000004287, Chromosome XII:722978..723304
>YLR297W YLR297W SGDID:S000004288, Chromosome XII:724044..724433
>YHC1 YLR298C SGDID:S000004289, Chromosome XII:724721..725416
>YLR299C-A YLR299C-A SGDID:S000028680, Chromosome XII:727911..728003
>EXG1 YLR300W SGDID:S000004291, Chromosome XII:728955..730301
>HRI1 YLR301W SGDID:S000004292, Chromosome XII:730825..731559
>YLR302C YLR302C SGDID:S000004293, Chromosome XII:732191..732553
>MET17 YLR303W SGDID:S000004294, Chromosome XII:732542..733876
>ACO1 YLR304C SGDID:S000004295, Chromosome XII:735212..737548
>STT4 YLR305C SGDID:S000004296, Chromosome XII:738161..743863
>UBC12 YLR306W SGDID:S000004297, Chromosome XII:744151..744851
>DPA10 YLR307C-A SGDID:S000028525, Chromosome XII:746848..747111
>CDA1 YLR307W SGDID:S000004298, Chromosome XII:745620..746525
>CDA2 YLR308W SGDID:S000004299, Chromosome XII:747937..748875
>CDC25 YLR310C SGDID:S000004301, Chromosome XII:752224..756993
>YLR311C YLR311C SGDID:S000004302, Chromosome XII:757265..757612
>ATG39 YLR312C SGDID:S000004303, Chromosome XII:757637..758833
>MRPL15 YLR312W-A SGDID:S000004304, Chromosome XII:759480..760241
>NKP2 YLR315W SGDID:S000004307, Chromosome XII:764808..765269
>TAD3 YLR316C SGDID:S000004308, Chromosome XII:765266..766358
>YLR317W YLR317W SGDID:S000004309, Chromosome XII:765655..766089
>BUD6 YLR319C SGDID:S000004311, Chromosome XII:769318..771684
>SFH1 YLR321C SGDID:S000004313, Chromosome XII:776584..777864
>VPS65 YLR322W SGDID:S000004314, Chromosome XII:777628..777942
>CWC24 YLR323C SGDID:S000004315, Chromosome XII:778173..778952
>RPL38 YLR325C SGDID:S000004317, Chromosome XII:781143..781379
>YLR326W YLR326W SGDID:S000004318, Chromosome XII:782174..782896
>TMA10 YLR327C SGDID:S000004319, Chromosome XII:783127..783387
>NMA1 YLR328W SGDID:S000004320, Chromosome XII:784913..786118
>REC102 YLR329W SGDID:S000004321, Chromosome XII:786442..787333
>MID2 YLR332W SGDID:S000004324, Chromosome XII:790676..791806
>RPS25B YLR333C SGDID:S000004325, Chromosome XII:795573..795899
>YLR334C YLR334C SGDID:S000004326, Chromosome XII:796698..797078
>NUP2 YLR335W SGDID:S000004327, Chromosome XII:797430..799592
>VRP1 YLR337C SGDID:S000004329, Chromosome XII:802653..805106
>OPI9 YLR338W SGDID:S000004330, Chromosome XII:804346..805203
>YLR339C YLR339C SGDID:S000004331, Chromosome XII:805784..806335
>RPP0 YLR340W SGDID:S000004332, Chromosome XII:805887..806825
>SPO77 YLR341W SGDID:S000004333, Chromosome XII:807385..808818
>YLR342W-A YLR342W-A SGDID:S000028571, Chromosome XII:815810..815983
>YLR345W YLR345W SGDID:S000004337, Chromosome XII:820511..822040
>CIS1 YLR346C SGDID:S000004338, Chromosome XII:822287..822592
>KAP95 YLR347C SGDID:S000004339, Chromosome XII:823828..826413
>YLR347W-A YLR347W-A SGDID:S000028681, Chromosome XII:824789..824929
>DIC1 YLR348C SGDID:S000004340, Chromosome XII:826977..827873
>YLR349W YLR349W SGDID:S000004341, Chromosome XII:827521..828027
>ORM2 YLR350W SGDID:S000004342, Chromosome XII:828730..829380
>NIT3 YLR351C SGDID:S000004343, Chromosome XII:829489..830364
>TAL1 YLR354C SGDID:S000004346, Chromosome XII:836350..837357
>ILV5 YLR355C SGDID:S000004347, Chromosome XII:838066..839253
>ATG33 YLR356W SGDID:S000004348, Chromosome XII:840321..840914
>RSC2 YLR357W SGDID:S000004349, Chromosome XII:841331..844000
>YLR358C YLR358C SGDID:S000004350, Chromosome XII:843487..844050
>VPS38 YLR360W SGDID:S000004352, Chromosome XII:846103..847422
>YLR361C-A YLR361C-A SGDID:S000028845, Chromosome XII:849383..849679
>DCR2 YLR361C SGDID:S000004353, Chromosome XII:847388..849124
>NMD4 YLR363C SGDID:S000004355, Chromosome XII:852495..853151
>YLR363W-A YLR363W-A SGDID:S000007620, Chromosome XII:853461..853718
>YLR364C-A YLR364C-A SGDID:S000028846, Chromosome XII:855523..855645
>GRX8 YLR364W SGDID:S000004356, Chromosome XII:854062..854391
>YLR365W YLR365W SGDID:S000004357, Chromosome XII:855199..855531
>YLR366W YLR366W SGDID:S000004358, Chromosome XII:855538..855843
>RPS22B YLR367W SGDID:S000004359, Chromosome XII:856442..857317
>MDM30 YLR368W SGDID:S000004360, Chromosome XII:857540..859336
>SSQ1 YLR369W SGDID:S000004361, Chromosome XII:859552..861525
>ARC18 YLR370C SGDID:S000004362, Chromosome XII:861718..862254
>ROM2 YLR371W SGDID:S000004363, Chromosome XII:862714..866784
>ELO3 YLR372W SGDID:S000004364, Chromosome XII:867354..868391
>VID22 YLR373C SGDID:S000004365, Chromosome XII:868662..871367
>YLR374C YLR374C SGDID:S000004366, Chromosome XII:871453..871842
>STP3 YLR375W SGDID:S000004367, Chromosome XII:871697..872728
>PSY3 YLR376C SGDID:S000004368, Chromosome XII:872826..873554
>FBP1 YLR377C SGDID:S000004369, Chromosome XII:873746..874792
>SEC61 YLR378C SGDID:S000004370, Chromosome XII:875736..877178
>YLR379W YLR379W SGDID:S000004371, Chromosome XII:876922..877296
>CSR1 YLR380W SGDID:S000004372, Chromosome XII:878282..879508
>CTF3 YLR381W SGDID:S000004373, Chromosome XII:879723..881924
>NAM2 YLR382C SGDID:S000004374, Chromosome XII:882067..884751
>IKI3 YLR384C SGDID:S000004376, Chromosome XII:888851..892900
>SWC7 YLR385C SGDID:S000004377, Chromosome XII:892992..893390
>VAC14 YLR386W SGDID:S000004378, Chromosome XII:893628..896270
>REH1 YLR387C SGDID:S000004379, Chromosome XII:896374..897672
>STE23 YLR389C SGDID:S000004381, Chromosome XII:899577..902660
>CCW14 YLR390W-A SGDID:S000006429, Chromosome XII:903724..904440
>ECM19 YLR390W SGDID:S000004382, Chromosome XII:903066..903404
>ART10 YLR392C SGDID:S000004384, Chromosome XII:904749..906305
>ATP10 YLR393W SGDID:S000004385, Chromosome XII:907079..907918
>CST9 YLR394W SGDID:S000004386, Chromosome XII:907950..909398
>COX8 YLR395C SGDID:S000004387, Chromosome XII:909729..909965
>VPS33 YLR396C SGDID:S000004388, Chromosome XII:910235..912310
>AFG2 YLR397C SGDID:S000004389, Chromosome XII:912550..914892
>BDF1 YLR399C SGDID:S000004391, Chromosome XII:919536..921596
>YLR399W-A YLR399W-A SGDID:S000028682, Chromosome XII:920869..920973
>YLR400W YLR400W SGDID:S000004392, Chromosome XII:922063..922536
>DUS3 YLR401C SGDID:S000004393, Chromosome XII:922442..924448
>YLR402W YLR402W SGDID:S000004394, Chromosome XII:924889..925080
>SFP1 YLR403W SGDID:S000004395, Chromosome XII:925568..927619
>SEI1 YLR404W SGDID:S000004396, Chromosome XII:928743..929600
>DUS4 YLR405W SGDID:S000004397, Chromosome XII:929789..930892
>YLR406C-A YLR406C-A SGDID:S000028683, Chromosome XII:932206..932355
>YLR407W YLR407W SGDID:S000004399, Chromosome XII:932967..933653
>BLS1 YLR408C SGDID:S000004400, Chromosome XII:933885..934253
>VIP1 YLR410W SGDID:S000004402, Chromosome XII:937541..940981
>YLR412C-A YLR412C-A SGDID:S000028572, Chromosome XII:950267..950473
>BER1 YLR412W SGDID:S000004404, Chromosome XII:948368..949192
>INA1 YLR413W SGDID:S000004405, Chromosome XII:951156..953183
>PUN1 YLR414C SGDID:S000004406, Chromosome XII:953353..954144
>YLR415C YLR415C SGDID:S000004407, Chromosome XII:954259..954597
>YLR416C YLR416C SGDID:S000004408, Chromosome XII:954491..954889
>VPS36 YLR417W SGDID:S000004409, Chromosome XII:955010..956710
>YLR419W YLR419W SGDID:S000004411, Chromosome XII:958428..962735
>URA4 YLR420W SGDID:S000004412, Chromosome XII:963785..964879
>RPN13 YLR421C SGDID:S000004413, Chromosome XII:965090..965560
>DCK1 YLR422W SGDID:S000004414, Chromosome XII:965897..971695
>ATG17 YLR423C SGDID:S000004415, Chromosome XII:971917..973170
>SPP382 YLR424W SGDID:S000004416, Chromosome XII:973395..975521
>TUS1 YLR425W SGDID:S000004417, Chromosome XII:982894..986817
>MAG2 YLR427W SGDID:S000004419, Chromosome XII:988428..990440
>YLR428C YLR428C SGDID:S000004420, Chromosome XII:990617..990961
>CRN1 YLR429W SGDID:S000004421, Chromosome XII:990777..992732
>SEN1 YLR430W SGDID:S000004422, Chromosome XII:993434..1000129
>ATG23 YLR431C SGDID:S000004423, Chromosome XII:1000342..1001703
>CNA1 YLR433C SGDID:S000004425, Chromosome XII:1004347..1006008
>YLR434C YLR434C SGDID:S000004426, Chromosome XII:1006025..1006408
>YLR437C-A YLR437C-A SGDID:S000028684, Chromosome XII:1012459..1012686
>LSM3 YLR438C-A SGDID:S000006434, Chromosome XII:1013909..1014178
>CAR2 YLR438W SGDID:S000004430, Chromosome XII:1012501..1013775
>MRPL4 YLR439W SGDID:S000004431, Chromosome XII:1014491..1015450
>SEC39 YLR440C SGDID:S000004432, Chromosome XII:1015568..1017697
>SIR3 YLR442C SGDID:S000004434, Chromosome XII:1019315..1022251
>ECM7 YLR443W SGDID:S000004435, Chromosome XII:1022625..1023971
>YLR444C YLR444C SGDID:S000004436, Chromosome XII:1023686..1023988
>GMC2 YLR445W SGDID:S000004437, Chromosome XII:1024189..1024837
>YLR446W YLR446W SGDID:S000004438, Chromosome XII:1025214..1026515
>VMA6 YLR447C SGDID:S000004439, Chromosome XII:1026856..1027893
>FPR4 YLR449W SGDID:S000004441, Chromosome XII:1030834..1032012
>SST2 YLR452C SGDID:S000004444, Chromosome XII:1039270..1041366
>RIF2 YLR453C SGDID:S000004445, Chromosome XII:1041799..1042986
>FMP27 YLR454W SGDID:S000004446, Chromosome XII:1043998..1051884
>PDP3 YLR455W SGDID:S000004447, Chromosome XII:1053629..1054543
>YLR456W YLR456W SGDID:S000004448, Chromosome XII:1055070..1055684
>NBP1 YLR457C SGDID:S000004449, Chromosome XII:1055812..1056771
>YLR458W YLR458W SGDID:S000004450, Chromosome XII:1056455..1056835
>GAB1 YLR459W SGDID:S000004451, Chromosome XII:1057334..1058518
>BSC3 YLR465C SGDID:S000004457, Chromosome XII:1067045..1067353
>YLR466C-B YLR466C-B SGDID:S000028686, Chromosome XII:1071594..1071710
>YPT7 YML001W SGDID:S000004460, Chromosome XIII:267174..267800
>TRM12 YML005W SGDID:S000004464, Chromosome XIII:260221..261609
>GIS4 YML006C SGDID:S000004465, Chromosome XIII:256092..258416
>MIN4 YML007C-A SGDID:S000007621, Chromosome XIII:253162..253272
>YAP1 YML007W SGDID:S000004466, Chromosome XIII:253848..255800
>ERG6 YML008C SGDID:S000004467, Chromosome XIII:251839..252990
>YML009C-A YML009C-A SGDID:S000004469, Chromosome XIII:250675..251001
>MRPL39 YML009C SGDID:S000004468, Chromosome XIII:251304..251516
>YML009W-B YML009W-B SGDID:S000004471, Chromosome XIII:250435..250911
>SPT5 YML010W SGDID:S000004470, Chromosome XIII:247677..250868
>RAD33 YML011C SGDID:S000004472, Chromosome XIII:246895..247428
>YML012C-A YML012C-A SGDID:S000004474, Chromosome XIII:245537..245914
>ERV25 YML012W SGDID:S000004473, Chromosome XIII:246116..246751
>TAF11 YML015C SGDID:S000004477, Chromosome XIII:241989..243029
>OST6 YML019W SGDID:S000004481, Chromosome XIII:233457..234455
>YML020W YML020W SGDID:S000004482, Chromosome XIII:231149..233143
>APT1 YML022W SGDID:S000004484, Chromosome XIII:228937..229500
>NSE5 YML023C SGDID:S000004485, Chromosome XIII:226994..228664
>YOX1 YML027W SGDID:S000004489, Chromosome XIII:221406..222563
>TSA1 YML028W SGDID:S000004490, Chromosome XIII:220138..220728
>USA1 YML029W SGDID:S000004491, Chromosome XIII:217362..219878
>RCF1 YML030W SGDID:S000004492, Chromosome XIII:216435..216914
>YML031C-A YML031C-A SGDID:S000028809, Chromosome XIII:214086..214421
>NDC1 YML031W SGDID:S000004493, Chromosome XIII:214189..216156
>YML034C-A YML034C-A SGDID:S000004499, Chromosome XIII:209428..209826
>SRC1 YML034W SGDID:S000004497, Chromosome XIII:209525..212155
>AMD1 YML035C SGDID:S000004498, Chromosome XIII:206428..208860
>CGI121 YML036W SGDID:S000004500, Chromosome XIII:205642..206293
>YML037C YML037C SGDID:S000004501, Chromosome XIII:204386..205408
>YMD8 YML038C SGDID:S000004502, Chromosome XIII:202775..204103
>RRN11 YML043C SGDID:S000004507, Chromosome XIII:190244..191767
>PRM6 YML047C SGDID:S000004510, Chromosome XIII:180017..181075
>YML047W-A YML047W-A SGDID:S000004512, Chromosome XIII:179893..180258
>AIM32 YML050W SGDID:S000004514, Chromosome XIII:173139..174074
>GAL80 YML051W SGDID:S000004515, Chromosome XIII:171594..172901
>SUR7 YML052W SGDID:S000004516, Chromosome XIII:170402..171310
>YML054C-A YML054C-A SGDID:S000028573, Chromosome XIII:167623..167781
>CYB2 YML054C SGDID:S000004518, Chromosome XIII:165533..167308
>SPC2 YML055W SGDID:S000004519, Chromosome XIII:164790..165326
>YML057C-A YML057C-A SGDID:S000004522, Chromosome XIII:160023..160412
>CMP2 YML057W SGDID:S000004521, Chromosome XIII:160180..161994
>HUG1 YML058W-A SGDID:S000007472, Chromosome XIII:158760..158966
>SML1 YML058W SGDID:S000004523, Chromosome XIII:159383..159697
>NTE1 YML059C SGDID:S000004524, Chromosome XIII:153219..158258
>OGG1 YML060W SGDID:S000004525, Chromosome XIII:151871..153001
>PIF1 YML061C SGDID:S000004526, Chromosome XIII:148953..151532
>MFT1 YML062C SGDID:S000004527, Chromosome XIII:147505..148683
>RPS1B YML063W SGDID:S000004528, Chromosome XIII:146482..147249
>TEM1 YML064C SGDID:S000004529, Chromosome XIII:145139..145876
>ORC1 YML065W SGDID:S000004530, Chromosome XIII:142210..144954
>SMA2 YML066C SGDID:S000004531, Chromosome XIII:140424..141533
>ERV41 YML067C SGDID:S000004532, Chromosome XIII:139063..140214
>POB3 YML069W SGDID:S000004534, Chromosome XIII:135500..137158
>DAK1 YML070W SGDID:S000004535, Chromosome XIII:133475..135229
>COG8 YML071C SGDID:S000004536, Chromosome XIII:129749..131572
>HMG1 YML075C SGDID:S000004540, Chromosome XIII:115734..118898
>WAR1 YML076C SGDID:S000004541, Chromosome XIII:112513..115347
>BET5 YML077W SGDID:S000004542, Chromosome XIII:111865..112344
>CPR3 YML078W SGDID:S000004543, Chromosome XIII:111002..111550
>YML079W YML079W SGDID:S000004544, Chromosome XIII:110247..110852
>ATP18 YML081C-A SGDID:S000007247, Chromosome XIII:103983..104162
>YML082W YML082W SGDID:S000004547, Chromosome XIII:101862..103811
>YML084W YML084W SGDID:S000004549, Chromosome XIII:99489..99797
>ALO1 YML086C SGDID:S000004551, Chromosome XIII:95791..97371
>AIM33 YML087C SGDID:S000004552, Chromosome XIII:94431..95369
>UFO1 YML088W SGDID:S000004553, Chromosome XIII:92235..94241
>YML089C YML089C SGDID:S000004554, Chromosome XIII:91041..91409
>YML090W YML090W SGDID:S000004555, Chromosome XIII:90744..91130
>PRE8 YML092C SGDID:S000004557, Chromosome XIII:85987..86739
>UTP14 YML093W SGDID:S000004558, Chromosome XIII:83090..85789
>YML094C-A YML094C-A SGDID:S000004561, Chromosome XIII:82219..82620
